id_1,id_2,audio_filename_1,audio_filename_2,sentence,answer,span1,span2,avg_pitch_1,avg_pitch_2,difference_percentage,answer_pitch
595425,191517,train/411348.flac,train/250312.flac,The sound of footsteps in the grass has a [MASK] pitch than the ambient sounds of a South African bush.,lower,sound of footsteps in the grass,ambient sounds of a South African bush,843.9132,2496.3535,1.958069028900129,lower
108923,232670,train/134008.flac,train/94763.flac,The sound of college ambience on a windy day typically has a [MASK] pitch than construction works.,lower,sound of college ambience on a windy day,construction works,691.428,1501.9363,1.1722237167138156,lower
162695,508470,train/367308.flac,train/447081.flac,"The sound of the sea in Brela, Croatia, typically has a [MASK] pitch than the sound of a stream flowing at night in a forest.",lower,sound of the sea in Brela Croatia,sound of a stream flowing at night in a forest,423.4739,1653.845,2.905423687268566,lower
594841,376512,train/236686.flac,train/230594.flac,The sound of campus ambience typically has a [MASK] pitch than the sound of a roof rumbling in a storm.,lower,campus ambience,roof rumbling in a storm,913.86414,1213.6898,0.328085594867526,lower
349175,255591,train/45522.flac,train/151155.flac,The sound of birds and wind typically has a [MASK] pitch than the sound in a dentist's waiting room.,higher,sound of birds and wind,sound in a dentist's waiting room,1775.7295,325.3088,0.8168027281182184,higher
404517,462411,train/320586.flac,train/287755.flac,The sound of water pouring out typically has a [MASK] pitch than the sound of wind.,lower,sound of water pouring out,sound of wind,820.71826,1457.2317,0.7755565716303181,lower
435643,619982,train/443125.flac,train/435412.flac,The sound of a gas flame typically has a [MASK] pitch than the sound of rainwater.,higher,sound of a gas flame,sound of rainwater,1953.063,1499.3334,0.2323169298686218,higher
625100,325672,train/456392.flac,train/346962.flac,The sound of a bird in the desert typically has a [MASK] pitch than the quiet talking in a college library.,higher,sound of a bird in the desert,quiet talking in a college library,1227.0559,596.82654,0.5136109610002283,higher
626442,274527,train/416808.flac,train/145011.flac,The sound of a church bell typically has a [MASK] pitch than the sound of a Russian button accordion.,lower,sound of a church bell,Russian button accordion,1436.2948,1820.9672,0.2678227338844366,lower
234167,30201,train/320922.flac,train/430078.flac,The sound of traffic in Bangkok typically has a [MASK] pitch than the chirping of a cricket in a bathroom.,lower,sound of traffic in Bangkok,chirping of a cricket in a bathroom,390.25116,978.0149,1.5061165737470197,lower
451898,558151,train/368487.flac,train/448551.flac,The sound of a crowded metro platform has a [MASK] pitch than the sound of industry along a river.,higher,crowded metro platform,sound of industry along a river,1211.5173,966.4969,0.2022425928214149,higher
480721,181246,train/454007.flac,train/173312.flac,The sound of a crowded bar typically has a [MASK] pitch than the sound of an elevator opening.,higher,crowded bar,elevator opening,1348.7688,682.8067,0.4937555643339318,higher
400217,484141,train/98468.flac,train/202443.flac,The sound of footsteps on dry leaves has a [MASK] pitch than the sound collected at Amsterdam Central Station.,lower,sound of footsteps on dry leaves,sound collected at Amsterdam Central Station,1015.4827,1622.6262,0.5978866011208265,lower
344934,61582,train/411187.flac,train/3662.flac,The sound of roadworks typically has a [MASK] pitch than the general ambience of an underground station.,higher,sound of roadworks,general ambience of an underground station,1836.1301,956.72644,0.4789440900729202,higher
247853,139977,train/122274.flac,train/18752.flac,The sound of a residential area near a park has a [MASK] pitch than the sound of an industrial air conditioner.,higher,sound of a residential area near a park,industrial air conditioner,1352.1559,1138.4883,0.1580199442978431,higher
36045,166274,train/39649.flac,train/432366.flac,The sound of a sailboat halyard beating against the mast typically has a [MASK] pitch than the sound of walking on a gravel field.,higher,sailboat halyard beating against the mast,walking on a gravel field,2252.7866,1412.5844,0.372961291584387,higher
150191,451206,train/175186.flac,train/86214.flac,The sound of birds in the woods has a [MASK] pitch than the room tone in a trailer at a campground.,higher,sound of birds in the woods,room tone in a trailer at a campground,1384.6194,669.2836,0.5166299128843638,higher
571029,186249,train/313509.flac,train/114362.flac,The sound of a seaside in Portugal has a [MASK] pitch than the sound of a library door.,higher,sound of a seaside in Portugal,library door,2219.8638,618.5043,0.721377365584321,higher
469287,21709,train/202015.flac,train/278354.flac,The sound of a college hallway typically has a [MASK] pitch than the sound inside a water reservoir.,higher,sound of a college hallway,sound inside a water reservoir,1850.8162,1377.9153,0.2555093801318575,higher
619155,488529,train/416463.flac,train/233593.flac,The sound of a train in the distance typically has a [MASK] pitch than the sound of a door rattling in the wind.,higher,sound of a train in the distance,sound of a door rattling in the wind,1834.3762,1477.1548,0.194737262727242,higher
69223,352682,train/242975.flac,train/167200.flac,The sound of a lunchtime food court typically has a [MASK] pitch than the ambient sound of a shopping mall.,higher,lunchtime food court,shopping mall,1378.8833,450.4722,0.6733065082447515,higher
331682,368773,train/22383.flac,train/394263.flac,The sound of wind chimes typically has a [MASK] pitch than the sound of rain drips.,higher,sound of wind chimes,sound of rain drips,1991.3845,626.9003,0.685193743347907,higher
539594,130857,train/273916.flac,train/242924.flac,The sound of water draining off a roof typically has a [MASK] pitch than the sound of a randomized boom in a cave.,higher,water draining off a roof,randomized boom in a cave,2110.7175,411.74933,0.8049244723654397,higher
420482,51045,train/375451.flac,train/159480.flac,The sound of a stream typically has a [MASK] pitch than the sound of traffic and birds.,lower,sound of a stream,sound of traffic and birds,489.07916,1539.7766,2.14831774880778,lower
428607,152915,train/169885.flac,train/181152.flac,The sound of a flare in a factory typically has a [MASK] pitch than the sound of a door opening.,higher,sound of a flare in a factory,sound of a door opening,1092.2318,390.92865,0.6420827062533795,higher
378588,75717,train/317042.flac,train/77941.flac,The sound of concrete being poured typically has a [MASK] pitch than the sound of children playing in a square.,lower,sound of concrete being poured,sound of children playing in a square,1351.9489,2495.538,0.8458818968675516,lower
371244,343822,train/32621.flac,train/449996.flac,The sound of air-conditioning in an office typically has a [MASK] pitch than the sound of seagulls at a beach.,lower,sound of air-conditioning in an office,sound of seagulls at a beach,1279.9178,1778.5756,0.3896014259665737,lower
119554,419312,train/420188.flac,train/163717.flac,The sound of an elevator door opening has a [MASK] pitch than the sound of footsteps on dry leaves.,higher,elevator door opening,footsteps on dry leaves,1274.8398,740.27106,0.4193222866120119,higher
592355,412832,train/159779.flac,train/152289.flac,The sound of pedestrian traffic lights typically has a [MASK] pitch than the sound of a small pond in winter.,higher,sound of pedestrian traffic lights,small pond in winter,2018.377,971.7999,0.518524091386297,higher
403027,474969,train/19788.flac,train/235593.flac,The sound of a door opening and closing typically has a [MASK] pitch than the sound of outdoor birds.,lower,door opening and closing,outdoor birds,320.92664,612.61957,0.908908434650361,lower
614495,53393,train/254647.flac,train/348930.flac,The sound of wind has a [MASK] pitch than the sound of people talking in a restaurant.,higher,sound of wind,sound of people talking in a restaurant,1404.5925,901.96326,0.3578470196872046,higher
153236,512860,train/49145.flac,train/28501.flac,The ambient sound of a fitness center has a [MASK] pitch than the sound of a lamp-post in an urban environment.,higher,ambient sound of a fitness center,sound of a lamp-post in an urban environment,1404.7069,1068.4756,0.2393604672974838,higher
218848,573010,train/299498.flac,train/281177.flac,The sound of water running in a kitchen sink typically has a [MASK] pitch than the sound of seawater washing on a beach.,higher,water running in a kitchen sink,seawater washing on a beach,1299.5642,862.999,0.3359319993579386,higher
564400,393924,train/376051.flac,train/411338.flac,The sound of wind blowing through trees has a [MASK] pitch than the vibration caused by a gas furnace.,higher,sound of wind blowing through trees,vibration caused by a gas furnace,1795.6821,850.9101,0.5261354445756294,higher
24221,85732,train/43993.flac,train/49223.flac,The sound of a gas burner typically has a [MASK] pitch than the sound of a city ambience.,higher,sound of a gas burner,sound of a city ambience,2147.8474,1124.7009,0.4763590281134497,higher
365862,506272,train/448452.flac,train/333544.flac,The sound of rustling a plastic bag typically has a [MASK] pitch than the sound of walking in the woods and crunching sticks.,higher,sound of rustling a plastic bag,sound of walking in the woods and crunching sticks,1580.9204,1232.6383,0.2203033751730953,higher
101495,484095,train/286498.flac,train/216648.flac,The sound of wind rustling in trees typically has a [MASK] pitch than the sounds of a SoundWalk.,lower,sound of wind rustling in trees,sounds of a SoundWalk,1165.3726,2032.4645,0.7440469254211058,lower
201075,580733,train/171127.flac,train/271397.flac,The sound of plastic bags in a marketplace typically has a [MASK] pitch than the ambient noise in an arcade.,lower,sound of plastic bags in a marketplace,ambient noise in an arcade,1454.73,1933.9337,0.329410749761124,lower
451162,513055,train/38024.flac,train/318872.flac,The hum of a freezer in a bar typically has a [MASK] pitch than the sounds of a pasture.,higher,hum of a freezer in a bar,sounds of a pasture,1807.4366,393.93643,0.7820468889475847,higher
259631,153170,train/232612.flac,train/186285.flac,The sound of children and church bells in a public place typically has a [MASK] pitch than the sound of an elevator door opening.,higher,children and church bells in a public place,elevator door opening,1362.0018,1001.50397,0.2646823447663579,higher
580072,495647,train/80697.flac,train/255073.flac,"The sound of rain in a dark forest typically has a [MASK] pitch than the sound of rain in a park in Krasnodar, Russia.",lower,sound of rain in a dark forest,sound of rain in a park in Krasnodar Russia,799.7774,1955.4275,1.4449646864239976,lower
92727,579687,train/457018.flac,train/319320.flac,The sound of a saxophone typically has a [MASK] pitch than the sound of a gas fire.,higher,sound of a saxophone,sound of a gas fire,1717.3304,748.8142,0.5639661418676336,higher
41847,257936,train/74619.flac,train/124383.flac,The sound of a soda machine typically has a [MASK] pitch than the sound of sea waves.,higher,sound of a soda machine,sound of sea waves,1678.4976,953.0051,0.4322273085168546,higher
611944,50753,train/432314.flac,train/334250.flac,The sound of birds chirping typically has a [MASK] pitch than the sound of water dripping.,higher,sound of birds chirping,sound of water dripping,921.8851,426.87192,0.5369575666208294,higher
135479,121940,train/346580.flac,train/180337.flac,The sound of a water drop typically has a [MASK] pitch than the sound of wind.,higher,sound of a water drop,sound of wind,2258.9004,539.1312,0.761330247230024,higher
614965,128466,train/353956.flac,train/254926.flac,The sound of wind chimes typically has a [MASK] pitch than the sound of bubbling underwater.,higher,sound of wind chimes,sound of bubbling underwater,1682.5319,1144.2339,0.3199333100311501,higher
164188,487799,train/360237.flac,train/286162.flac,The sound of ambience in Namsan Tower has a [MASK] pitch than the sound of a kitchen.,lower,sound of ambience in Namsan Tower,sound of a kitchen,1044.3153,1909.0592,0.8280486745717505,lower
444262,460220,train/259027.flac,train/69664.flac,The sound of birdsongs in the afternoon typically has a [MASK] pitch than the sound of a sliding door.,higher,birdsongs in the afternoon,sliding door,1321.9103,624.358,0.5276850479189095,higher
522898,17725,train/185893.flac,train/287757.flac,The sound of birds chirping typically has a [MASK] pitch than the crackling of a burning room.,higher,birds chirping,crackling of a burning room,1120.1096,835.2065,0.2543528776112623,higher
398593,157185,train/228459.flac,train/102965.flac,The sound of rain has a [MASK] pitch than the crackling of a campfire.,higher,sound of rain,crackling of a campfire,858.4372,699.6425,0.1849811494655636,higher
127304,542697,train/146338.flac,train/34641.flac,The sound of rain has a [MASK] pitch than the sound of a stream.,lower,sound of rain,sound of a stream,1084.0399,2336.671,1.155521212826207,lower
232505,34412,train/264950.flac,train/127699.flac,The sound of water inside a pipeline's WC typically has a [MASK] pitch than the ambient noise at a university during a brake.,lower,sound of water inside a pipeline's WC,ambient noise at a university during a brake,1305.6074,2706.1152,1.0726867816466117,lower
248228,614478,train/295346.flac,train/192240.flac,The sound of the drone of two large bronze objects in the wind typically has a [MASK] pitch than the roomtone of a machine room.,lower,drone of two large bronze objects in the wind,roomtone of a machine room,1064.0525,1843.6725,0.7326894114717083,lower
167478,554358,train/355241.flac,train/348571.flac,The sound of rain water running off a hillside typically has a [MASK] pitch than the sound of children sledding in the snow.,lower,sound of rain water running off a hillside,sound of children sledding in the snow,388.54944,691.73944,0.7803125388624931,lower
239475,379210,train/398680.flac,train/248612.flac,The sound of children playing in a suburban backyard typically has a [MASK] pitch than the silence in a forest.,higher,sound of children playing in a suburban backyard,silence in a forest,1066.1732,439.98138,0.5873265431920442,higher
543788,454871,train/323966.flac,train/404563.flac,The sound of a squeaky door has a [MASK] pitch than the sound of a hand trolley.,higher,sound of a squeaky door,hand trolley,1447.791,598.2024,0.5868171580013966,higher
587340,491842,train/430075.flac,train/421488.flac,The sound of a forest in the early evening has a [MASK] pitch than the sound of footsteps in the wild.,lower,sound of a forest in the early evening,footsteps in the wild,801.19196,1667.2998,1.081024128100337,lower
14584,222879,train/406766.flac,train/33596.flac,The sound of a door opening typically has a [MASK] pitch than the sound of water draining.,higher,sound of a door opening,sound of water draining,3019.8826,2065.3079,0.3160966257430008,higher
32163,23026,train/82912.flac,train/146304.flac,The sound of a pneumatic lug wrench typically has a [MASK] pitch than the ambient noise in a train station waiting room.,higher,sound of a pneumatic lug wrench,ambient noise in a train station waiting room,2164.9822,1255.7859,0.4199555543689919,higher
624250,245713,train/72244.flac,train/64942.flac,The sound of a forgotten laboratory typically has a [MASK] pitch than the sound of water flowing through a sewer drain.,higher,sound of a forgotten laboratory,water flowing through a sewer drain,1229.9617,963.7772,0.2164169014368496,higher
528093,146422,train/352857.flac,train/274467.flac,The sound of machinery in a factory has a [MASK] pitch than the sound of water flowing under a frozen lake.,higher,machinery in a factory,water flowing under a frozen lake,1591.2196,1293.8157,0.1869031150697237,higher
484139,464962,train/244564.flac,train/312897.flac,The sound of footsteps on wooden boards has a [MASK] pitch than the sound of kids playing in a park.,higher,sound of footsteps on wooden boards,sound of kids playing in a park,1330.4128,176.62746,0.8672386044391636,higher
69827,529634,train/336306.flac,train/180333.flac,The sound of a creaky balcony door has a [MASK] pitch than the humming of a refrigeration unit.,higher,creaky balcony door,humming of a refrigeration unit,2288.3577,1157.7407,0.4940735445337064,higher
582483,385017,train/166265.flac,train/332082.flac,The sound of a computer keyboard typically has a [MASK] pitch than the ambient sounds of a lake.,higher,sound of a computer keyboard,ambient sounds of a lake,1252.8975,926.17523,0.2607733433900219,higher
325079,167521,train/220060.flac,train/341932.flac,The sound of a forest in Malaysia has a [MASK] pitch than the sound of a building site.,lower,sound of a forest in Malaysia,sound of a building site,1679.127,1962.0618,0.1685011318381516,lower
541088,4240,train/308189.flac,train/277164.flac,The sound of a flag flapping in the wind typically has a [MASK] pitch than the sound of water swashing.,higher,flag flapping in the wind,sound of water swashing,1157.0135,701.23883,0.3939233811878599,higher
153145,328429,train/136902.flac,train/113009.flac,The sound of a closing door typically has a [MASK] pitch than the sound of dogs and birds in a backyard ambiance.,lower,sound of a closing door,dogs and birds in a backyard ambiance,675.92676,1754.2802,1.5953702439595674,lower
263844,544526,train/44317.flac,train/222210.flac,The sound of traffic under a flyover typically has a [MASK] pitch than the sound of water in a river.,higher,sound of traffic under a flyover,sound of water in a river,1835.1687,1492.5267,0.1867087205661256,higher
367845,522617,train/56861.flac,train/292534.flac,The sound of birds and tractors in a Dutch farmland has a [MASK] pitch than the sound of birds and traffic in a Virginia suburb.,lower,sound of birds and tractors in a Dutch farmland,sound of birds and traffic in a Virginia suburb,966.8544,1259.3403,0.3025128706038882,lower
315880,222877,train/433516.flac,train/457423.flac,The sound of a bustling shopping mall has a [MASK] pitch than the sound of dripping taps in a bathroom.,higher,sound of a bustling shopping mall,dripping taps in a bathroom,2473.213,1141.9746,0.5382627375806289,higher
467102,180710,train/273114.flac,train/200486.flac,The sound of footsteps on a wood floor typically has a [MASK] pitch than the soundscape of a convenience store.,higher,sound of footsteps on a wood floor,soundscape of a convenience store,1759.3845,1357.908,0.2281914499076239,higher
218927,219462,train/306467.flac,train/105767.flac,The sound of a creepy old elevator has a [MASK] pitch than the sound of a museum.,higher,creepy old elevator,museum,3497.464,1516.7015,0.5663424984503057,higher
321736,427757,train/32860.flac,train/204807.flac,The sound of waves on a pebble beach typically has a [MASK] pitch than the sound of a jackhammer.,lower,waves on a pebble beach,jackhammer,266.76312,1427.3898,4.350776374185457,lower
42097,515529,train/158479.flac,train/177621.flac,The sound of a jackhammer typically has a [MASK] pitch than the ambient sounds of a rural town.,higher,sound of a jackhammer,ambient sounds of a rural town,1859.3105,912.1037,0.5094398165341399,higher
138222,539155,train/15040.flac,train/463671.flac,The sound of a water font typically has a [MASK] pitch than the sound of footsteps on a metal staircase.,lower,sound of a water font,sound of footsteps on a metal staircase,835.4622,1475.0021,0.765492322692756,lower
541535,582365,train/420530.flac,train/77578.flac,The sound of cicadas in an urban atmosphere typically has a [MASK] pitch than the ambience outside a gym.,higher,sound of cicadas in an urban atmosphere,ambience outside a gym,1416.566,675.2258,0.5233361523571792,higher
19428,108639,train/294966.flac,train/312386.flac,The sound of water flowing in pipes has a [MASK] pitch than the sound of cars on a cobbled street.,lower,water flowing in pipes,cars on a cobbled street,853.98895,975.8871,0.1427397274871062,lower
438862,24075,train/300049.flac,train/206489.flac,The sound of stormy wind typically has a [MASK] pitch than the sound of draining water.,lower,sound of stormy wind,sound of draining water,1193.1189,2084.2783,0.7469158354628361,lower
454856,36169,train/288618.flac,train/403184.flac,The sound of a calm street typically has a [MASK] pitch than the sound of a jetski.,lower,sound of a calm street,sound of a jetski,982.2678,1107.0067,0.1269907249326507,lower
378008,128704,train/330247.flac,train/295721.flac,The sound of outside ambience typically has a [MASK] pitch than the crackling of a campfire.,higher,sound of outside ambience,crackling of a campfire,1373.5369,982.9299,0.2843804196305174,higher
438467,512430,train/63285.flac,train/64487.flac,A dog's growl typically has a [MASK] pitch than the chirping of a flock of birds.,lower,dog's growl,flock of birds,876.3568,1801.7172,1.0559174071565371,lower
259657,97913,train/451136.flac,train/401374.flac,"The sound of bubbling, thick liquid typically has a [MASK] pitch than the sound of wind from inside a wooden garage.",higher,sound of bubbling thick liquid,sound of wind from inside a wooden garage,1910.4084,1448.4296,0.2418220104141083,higher
616366,543579,train/196895.flac,train/210494.flac,The sound of a small river typically has a [MASK] pitch than the sound of a metro station.,higher,small river,metro station,1753.3372,666.0178,0.6201427768714426,higher
62443,93656,train/457796.flac,train/449693.flac,The sound of a college campus typically has a [MASK] pitch than the sound of wind flapping a plastic bag.,higher,sound of a college campus,wind flapping a plastic bag,1456.3953,1149.9861,0.2103887591507607,higher
484137,213494,train/334381.flac,train/321067.flac,The sound of waves into hollow rocks has a [MASK] pitch than the ambient sound in a park.,lower,sound of waves into hollow rocks,ambient sound in a park,194.05898,1380.6006,6.114335033606793,lower
180025,321109,train/45244.flac,train/440088.flac,The sound of a wind farm typically has a [MASK] pitch than the sound of water boiling.,lower,sound of a wind farm,sound of water boiling,646.32904,1180.5939,0.8266143511051277,lower
384033,340328,train/360704.flac,train/210798.flac,The sound of a fan typically has a [MASK] pitch than the room tone of a computer room.,higher,sound of a fan,room tone of a computer room,1662.2211,262.62173,0.8420055370491928,higher
